Row_ID;Sex;How satisfied are you with the amount of space allocated to you and your family in the camp?;How satisfied are you with the level of hygiene and sanitation in the camp?;Do you think there are enough healthcare facilities for Rohingya (like aid station, health centre, hospital)?;How satisfied are you with the quality of healthcare you and your family are receiving in the camp?;How satisfied are you with the level of psychological support you and your family are receiving in the camp?;How satisfied are you with the level of social support you and your family receive from neighbours and friends?;Do you think you are able to exercise your religion freely in the camp?;How satisfied are you with the number of religious facilities (like madrasas, mosques) in the camp?;Do you think there are enough educational opportunities for Rohingya children below the age of 12 in the camp?;Do you think there are enough educational opportunities for Rohingya adolescents (between 12 and 18 years old) in the camp?;Do you think there are enough educational opportunities for Rohingya adults (older than 18 years old) in the camp?;How satisfied are you with the quality of education you and your family are receiving in the camp?;How satisfied are you with the number of job opportunities available to Rohingya adults in the camp?;How satisfied are you with the income your family makes in the camp?;How satisfied are you with the overall help you and your family have been receiving from NGOs?;How do you mostly hear about the news?;Who do you consider the most important person in your camp?;Other than family, who do you go to when you have a problem?;Do you have enough good friends in the camp?;Do you consider any Bangladeshis as your friends?;Do you believe Rohingya and Bangladeshis can be good friends?;Do you think that there are Rohingya families who have married their daughter off to Bangladeshi boys/men?;Do you personally know any Rohingya family who has married their daughter off to a Bangladeshi boy/man?;How much do you trust the police/military/guards of camps in Bangladesh?;How much do you trust the NGOs in the camp?;How much do you trust the Majhis?;How much do you trust the Imam (religious leader)?;How often do you talk with Rohingya people outside Bangladesh and Myanmar?;In what countries are they now?;How often do you talk with others (non-Rohingya people) outside Bangladesh and Myanmar?;In what countries are they now?;Do you often feel stressed or overwhelmed by your situation?;Do you prefer talking about your problems with others or trying to forget what you are going through?;Do you prefer solving your problems alone or by asking others for their help?;Does talking about your every day problems with others make you feel better?;How comfortable do you feel talking about your problems with NGO workers?;Do you think the situation in the camp is better now or 6 months ago?;Do you smoke cigarettes?;How many cigarettes a day on average?;Did you also smoke before coming to Bangladesh?;Do you chew betel nuts?;How many betel nuts a day on average?;Did you also chew before coming to Bangladesh?;Do you think that there are Rohingya in the camp who use medicine or drink syrup often without needing it?;Have you  ever seen any Rohingya in the camp use medicine or syrup often without needing it?;Do you think that there are Rohingya in the camp who use illegal substances (like alcohol or drugs)?;Have you ever seen any Rohingya in the camp use illegal substances (like alcohol or drugs)?;Do you think that there are Rohingya in the camp who are involved in illegal activities (like selling/transporting drinks or yaba)?;How often do you hear people talking about violent groups in the camp?;How do you think violence in the camp has changed over time?;Do you think that sexual harassment in the camp happens often?;Where does sexual harassment happen the most?;How afraid are you to leave your child unattended in the camp after it gets dark?;Do you think that there are Rohingya families whose child has gone missing since they moved to Bangladesh?;Do you personally know any Rohingya families whose child has gone missing since they moved to this camp?;To what extent do you feel at home in the camp in Bangladesh now?;Do you know that the Bangladesh government plans on moving Rohingya to Bhasan Char?;Are you willing to go?;Do you think that the government of Myanmar will recognize the rights of Rohingya in the next two years?;If the Myanmar government recognizes the rights of Rohingya in the next two years, will you return to Myanmar?;Do you think that repatriation to Myanmar will happen in the next two years?;Do you personally know any Rohingya who left Bangladesh in the last six months?;Where did they go?;Have you thought about leaving to go to another country other than Myanmar and Bangladesh?;How scared are you to leave for another country?;Where do you think you will be in six months from now?;If you could choose any country in the world, other than Myanmar, where would you go?;Where do you think the majority of Rohingya would choose to go if they could choose freely (apart from Myanmar)?;How do you feel about the future?
12247;Female;Unsatisfied;Satisfied;Yes;Satisfied;Satisfied;Neither satisfied nor unsatisfied;Yes;Very satisfied;Yes;No;No;Unsatisfied;Very unsatisfied;Unsatisfied;Satisfied;Friends and neighbours;CIC;Block Majhi;Yes;No;Yes;No;;A lot of trust;Quite a bit of trust;Quite a bit of trust;Quite a bit of trust;Never;;Never;;Yes;talking;I ask for help;Yes;Comfortable enough;six months ago;No;;;Yes;5;Yes;No;;No;;I don't want to answer;A few times a month;Increased;No;;Very afraid;Yes;No;Very little;Yes;No;No;Yes;No;No;;No;very scared;Myanmar/Motherland;I don't want to go anywhere else.;No reply/No comment;neither positive nor negative
12248;Female;Very unsatisfied;Very satisfied;Yes;Satisfied;Satisfied;Very satisfied;Yes;Very satisfied;Yes;No;No;Unsatisfied;Unsatisfied;Very unsatisfied;Satisfied;Friends and neighbours;CIC;Army;Yes;No;Yes;No;;A lot of trust;Quite a bit of trust;Quite a bit of trust;A lot of trust;Every few months;Saudi Arabia;Never;;Yes;talking;I ask for help;Yes;Comfortable enough;now;No;;;Yes;8;Yes;Yes;Yes;No;;Yes;A few times a year;Same;No;;Very afraid;Yes;No;Not at all;Yes;No;No;Yes;No;No;;Yes;not scared;Here, in the camp;Canada;Canada;positive
12249;Female;Unsatisfied;Very satisfied;Yes;Satisfied;Satisfied;Satisfied;Yes;Very satisfied;Yes;No;No;Unsatisfied;Unsatisfied;Unsatisfied;Satisfied;Friends and neighbours;Head Mahji;Block Majhi;Yes;No;Yes;No;;Quite a bit of trust;Quite a bit of trust;Quite a bit of trust;A lot of trust;Never;;Never;;Yes;talking;I ask for help;Yes;Very comfortable;now;No;;;No;;;Yes;No;No;;Yes;A few times a year;Decreased a lot;No;;Very afraid;Yes;No;Very little;Yes;No;Yes;Yes;Yes;No;;No;very scared;Myanmar/Motherland;No reply/No comment;I don't know about the majority;neither positive nor negative
12250;Female;Satisfied;Very satisfied;Yes;Unsatisfied;Unsatisfied;Satisfied;Yes;Very satisfied;Yes;No;No;Unsatisfied;Unsatisfied;Unsatisfied;Satisfied;Family;CIC;Neighbour;Yes;No;Yes;No;;A lot of trust;Quite a bit of trust;Little trust;A lot of trust;Never;;Never;;Yes;talking;I ask for help;Yes;Comfortable enough;same-nothing has changed;No;;;No;;;No;;No;;No;Never;Same;No;;Very afraid;Yes;No;Somewhat;Yes;No;Yes;Yes;No;No;;No;very scared;Here, in the camp;Saudi Arabia;Saudi Arabia;positive
12251;Female;Satisfied;Very satisfied;Yes;Satisfied;Unsatisfied;Satisfied;Yes;Very satisfied;Yes;No;No;Unsatisfied;Unsatisfied;Very unsatisfied;Neither satisfied nor unsatisfied;Friends and neighbours;CIC;Army;Yes;No;No;No;;A lot of trust;Quite a bit of trust;No trust at all;A lot of trust;Every few months;Malaysia;Never;;Yes;trying to forget;I solve my problems myself;No;Neither comfortable nor uncomfortable;same-nothing has changed;No;;;No;;;No;;No;;No;Never;Same;No;;Very afraid;Yes;No;Somewhat;Yes;No;No;Yes;No;No;;Yes;not at all scared;Here, in the camp;Canada;Canada;positive
12252;Female;Unsatisfied;Very satisfied;Yes;Satisfied;Satisfied;Very satisfied;Yes;Very satisfied;Yes;No;No;Satisfied;Unsatisfied;Unsatisfied;Satisfied;Friends and neighbours;CIC;Head Majhi;Yes;No;Yes;No;;Quite a bit of trust;Quite a bit of trust;Quite a bit of trust;A lot of trust;Never;;Never;;Yes;talking;I ask for help;Yes;Comfortable enough;same-nothing has changed;No;;;No;;;No;;No;;I don't want to answer;A few times a year;Decreased a lot;No;;Very afraid;Yes;No;Very little;Yes;No;No;No;No;No;;Yes;not scared;Another (peaceful) place/country;Canada;Canada;very positive
12253;Female;Unsatisfied;Very satisfied;Yes;Unsatisfied;Unsatisfied;Neither satisfied nor unsatisfied;Yes;Very satisfied;Yes;No;No;Unsatisfied;Very unsatisfied;Very unsatisfied;Satisfied;Family;CIC;CIC;Yes;No;Yes;No;;A lot of trust;Quite a bit of trust;No trust at all;A lot of trust;Never;;Never;;Yes;trying to forget;I solve my problems myself;Yes;Comfortable enough;same-nothing has changed;No;;;Yes;10;Yes;Yes;No;No;;I don't want to answer;A few times a year;Same;No;;Very afraid;Yes;No;Very little;Yes;No;No;No;No;No;;Yes;not scared;Here, in the camp;Australia;I don't know about the majority;positive
12254;Female;Satisfied;Very satisfied;Yes;Unsatisfied;Unsatisfied;Satisfied;Yes;Very satisfied;Yes;No;No;Satisfied;Unsatisfied;Unsatisfied;Satisfied;Family;Block Mahji;Block Majhi;Yes;No;Yes;No;;A lot of trust;A lot of trust;A lot of trust;A lot of trust;Every few months;India;Never;;Yes;talking;I ask for help;Yes;Comfortable enough;same-nothing has changed;No;;;No;;;No;;No;;No;Never;Same;Yes;In the streets;Very afraid;Yes;No;Very little;Yes;No;No;Yes;No;No;;No;very scared;Here, in the camp;No reply/No comment;I don't know about the majority;neither positive nor negative
12255;Female;Very unsatisfied;Very satisfied;Yes;Satisfied;Unsatisfied;Neither satisfied nor unsatisfied;Yes;Very satisfied;Yes;No;No;Unsatisfied;Unsatisfied;Very unsatisfied;Satisfied;Friends and neighbours;CIC;Head Majhi;Yes;No;Yes;No;;Quite a bit of trust;Quite a bit of trust;Little trust;A lot of trust;Never;;Never;;Yes;talking;I ask for help;Yes;Very comfortable;same-nothing has changed;No;;;Yes;15;Yes;I don't want to answer;;No;;Yes;A few times a year;Decreased a lot;No;;Very afraid;Yes;No;Somewhat;Yes;No;Yes;Yes;Yes;No;;No;very scared;Allah knows;I don't want to go anywhere else.;Saudi Arabia;neither positive nor negative
12256;Female;Unsatisfied;Satisfied;Yes;Very unsatisfied;Unsatisfied;Neither satisfied nor unsatisfied;Yes;Very satisfied;Yes;No;No;Unsatisfied;Unsatisfied;Satisfied;Very satisfied;Friends and neighbours;CIC;Neighbour;Yes;Yes;Yes;No;;Quite a bit of trust;Quite a bit of trust;Little trust;A lot of trust;Never;;Never;;Yes;talking;I ask for help;Yes;Comfortable enough;now;No;;;Yes;10;Yes;Yes;No;No;;I don't want to answer;A few times a year;Decreased a lot;Yes;In the streets;Very afraid;Yes;No;Very little;Yes;No;No;Yes;No;No;;Yes;not scared;Another (peaceful) place/country;Canada;Canada;positive
12257;Female;Unsatisfied;Very satisfied;Yes;Unsatisfied;Unsatisfied;Very satisfied;Yes;Very satisfied;Yes;No;No;Unsatisfied;Unsatisfied;Very unsatisfied;Satisfied;Family;Head Mahji;Block Majhi;Yes;No;Yes;No;;A lot of trust;Quite a bit of trust;Quite a bit of trust;A lot of trust;Never;;Never;;Yes;trying to forget;I solve my problems myself;No;Neither comfortable nor uncomfortable;same-nothing has changed;No;;;No;;;No;;No;;I don't want to answer;Never;Same;No;;Very afraid;Yes;No;Very little;Yes;Yes;No;No;No;No;;Yes;not scared;Another (peaceful) place/country;USA;USA;positive
12258;Female;Unsatisfied;Very satisfied;Yes;Unsatisfied;Unsatisfied;Satisfied;Yes;Very satisfied;Yes;No;No;Satisfied;Unsatisfied;Very unsatisfied;Satisfied;Friends and neighbours;Block Mahji;Block Majhi;Yes;No;Yes;No;;Quite a bit of trust;Quite a bit of trust;Quite a bit of trust;A lot of trust;Never;;Never;;Yes;talking;I ask for help;Yes;Comfortable enough;same-nothing has changed;No;;;Yes;12;Yes;No;;No;;No;A few times a year;Same;No;;Very afraid;Yes;No;Very little;Yes;No;No;No;No;No;;Yes;not scared;Here, in the camp;UK;I don't know about the majority;positive
12259;Female;Satisfied;Very satisfied;Yes;Satisfied;Unsatisfied;Very satisfied;Yes;Very satisfied;Yes;No;No;Satisfied;Unsatisfied;Satisfied;Very satisfied;Friends and neighbours;CIC;Army;Yes;Yes;Yes;No;;A lot of trust;Quite a bit of trust;Little trust;A lot of trust;Never;;Never;;Yes;talking;I ask for help;Yes;Very comfortable;same-nothing has changed;No;;;No;;;No;;No;;I don't want to answer;Never;Same;Yes;In the streets;Very afraid;Yes;No;Somewhat;Yes;No;No;Yes;No;No;;No;very scared;Another (peaceful) place/country;Canada;Canada;positive
12260;Male;Unsatisfied;Satisfied;Yes;Unsatisfied;Very unsatisfied;Satisfied;Yes;Satisfied;Yes;No;No;Unsatisfied;Unsatisfied;Very unsatisfied;Satisfied;Friends and neighbours;Block Mahji;Head Majhi;Yes;Yes;Yes;No;;A lot of trust;A lot of trust;Quite a bit of trust;A lot of trust;More than once a week;Saudi Arabia;Never;;Yes;talking;I ask for help;Yes;Comfortable enough;now;No;;;No;;;No;;No;;No;A few times a week;Increased;Yes;In the streets;Very afraid;Yes;No;Very little;Yes;No;Yes;Yes;Yes;No;;No;scared;Here, in the camp;I don't want to go anywhere else.;USA;positive
12261;Male;Unsatisfied;Satisfied;Yes;Unsatisfied;Very unsatisfied;Satisfied;Yes;Satisfied;Yes;No;No;Unsatisfied;Unsatisfied;Very unsatisfied;Satisfied;Friends and neighbours;Block Mahji;Head Majhi;Yes;Yes;Yes;No;;A lot of trust;A lot of trust;Little trust;A lot of trust;More than once a week;Malaysia;Never;;Yes;talking;I ask for help;Yes;Comfortable enough;now;Yes;10;Yes;Yes;15;Yes;No;;No;;No;A few times a week;Increased a lot;Yes;In the streets;Very afraid;Yes;No;Very little;Yes;No;Yes;Yes;Yes;No;;Yes;not scared;Here, in the camp;USA;Turkey;positive
12262;Male;Unsatisfied;Satisfied;Yes;Unsatisfied;Very unsatisfied;Satisfied;Yes;Satisfied;Yes;No;No;Unsatisfied;Unsatisfied;Very unsatisfied;Satisfied;Social media (e.g. Facebook, Twitter, Instagram);Block Mahji;Head Majhi;Yes;Yes;Yes;No;;A lot of trust;A lot of trust;Little trust;A lot of trust;More than once a week;Malaysia;Never;;Yes;talking;I ask for help;Yes;Comfortable enough;now;Yes;15;No;Yes;10;Yes;No;;No;;No;A few times a month;Increased;No;;Very afraid;Yes;No;Very little;Yes;No;Yes;Yes;Yes;No;;Yes;not scared;Myanmar/Motherland;Australia;Canada;positive
12263;Male;Unsatisfied;Satisfied;Yes;Unsatisfied;Very unsatisfied;Satisfied;Yes;Satisfied;Yes;No;No;Unsatisfied;Unsatisfied;Very unsatisfied;Satisfied;Social media (e.g. Facebook, Twitter, Instagram);Block Mahji;Head Majhi;Yes;Yes;Yes;No;;A lot of trust;A lot of trust;Little trust;A lot of trust;More than once a week;Malaysia;Never;;Yes;talking;I ask for help;Yes;Comfortable enough;now;Yes;8;Yes;Yes;15;Yes;No;;No;;No;A few times a week;Increased;Yes;In the streets;Very afraid;Yes;No;Very little;Yes;No;Yes;Yes;Yes;No;;No;scared;Here, in the camp;Canada;Turkey;positive
12264;Male;Unsatisfied;Satisfied;Yes;Unsatisfied;Very unsatisfied;Satisfied;Yes;Satisfied;Yes;No;No;Satisfied;Satisfied;Satisfied;Satisfied;Social media (e.g. Facebook, Twitter, Instagram);Block Mahji;Head Majhi;Yes;Yes;Yes;No;;A lot of trust;A lot of trust;Quite a bit of trust;A lot of trust;More than once a week;Australia;Never;;Yes;talking;I ask for help;Yes;Comfortable enough;now;No;;;Yes;10;Yes;No;;No;;No;A few times a month;Increased;Yes;In the streets;Very afraid;Yes;No;Very little;Yes;No;Yes;Yes;Yes;No;;No;scared;Myanmar/Motherland;I don't want to go anywhere else.;USA;positive
12265;Male;Unsatisfied;Satisfied;Yes;Unsatisfied;Very unsatisfied;Satisfied;Yes;Satisfied;Yes;No;No;Unsatisfied;Unsatisfied;Very unsatisfied;Satisfied;Social media (e.g. Facebook, Twitter, Instagram);Block Mahji;Head Majhi;Yes;Yes;Yes;No;;A lot of trust;A lot of trust;Little trust;A lot of trust;More than once a week;Saudi Arabia;Never;;Yes;talking;I ask for help;Yes;Comfortable enough;now;No;;;Yes;5;Yes;No;;No;;No;A few times a week;Increased;Yes;In the streets;Very afraid;Yes;No;Very little;Yes;No;Yes;Yes;Yes;No;;No;scared;Myanmar/Motherland;I don't want to go anywhere else.;Australia;positive
12266;Male;Unsatisfied;Satisfied;Yes;Unsatisfied;Very unsatisfied;Satisfied;Yes;Satisfied;Yes;No;No;Unsatisfied;Unsatisfied;Very unsatisfied;Satisfied;Friends and neighbours;Block Mahji;Head Majhi;Yes;Yes;Yes;No;;A lot of trust;A lot of trust;Little trust;A lot of trust;More than once a week;Malaysia;Never;;Yes;talking;I ask for help;Yes;Comfortable enough;now;Yes;10;No;Yes;15;Yes;No;;No;;No;A few times a week;Increased;Yes;In the streets;Very afraid;Yes;No;Not at all;Yes;No;Yes;Yes;Yes;No;;Yes;not scared;Here, in the camp;USA;Australia;positive
12267;Male;Unsatisfied;Satisfied;Yes;Unsatisfied;Very unsatisfied;Satisfied;Yes;Satisfied;Yes;No;No;Unsatisfied;Unsatisfied;Unsatisfied;Satisfied;Friends and neighbours;Block Mahji;Head Majhi;Yes;Yes;Yes;No;;A lot of trust;A lot of trust;Little trust;A lot of trust;More than once a week;Malaysia;Never;;Yes;talking;I ask for help;Yes;Comfortable enough;now;Yes;10;No;Yes;15;Yes;No;;No;;No;A few times a week;Increased;Yes;In the streets;Very afraid;Yes;No;Very little;Yes;No;Yes;Yes;Yes;No;;Yes;not scared;Here, in the camp;Turkey;USA;positive
12268;Male;Unsatisfied;Satisfied;Yes;Unsatisfied;Very unsatisfied;Satisfied;Yes;Satisfied;Yes;No;No;Unsatisfied;Unsatisfied;Unsatisfied;Satisfied;Friends and neighbours;Block Mahji;Head Majhi;Yes;Yes;Yes;No;;A lot of trust;A lot of trust;Little trust;A lot of trust;More than once a week;Malaysia;Never;;Yes;talking;I ask for help;Yes;Comfortable enough;now;Yes;20;Yes;Yes;10;Yes;No;;No;;No;A few times a week;Increased;Yes;In the streets;Very afraid;Yes;No;Very little;Yes;No;Yes;Yes;Yes;No;;Yes;not scared;Here, in the camp;USA;Turkey;positive
12269;Male;Unsatisfied;Satisfied;Yes;Unsatisfied;Very unsatisfied;Very satisfied;Yes;Satisfied;Yes;No;No;Satisfied;Unsatisfied;Very unsatisfied;Satisfied;Social media (e.g. Facebook, Twitter, Instagram);Block Mahji;Head Majhi;Yes;Yes;Yes;No;;A lot of trust;A lot of trust;Quite a bit of trust;A lot of trust;More than once a week;Saudi Arabia;Never;;Yes;talking;I ask for help;Yes;Comfortable enough;now;No;;;No;;;No;;No;;No;A few times a week;Increased;Yes;In the market;Very afraid;Yes;No;Very little;Yes;No;Yes;Yes;Yes;No;;No;very scared;Myanmar/Motherland;I don't want to go anywhere else.;Turkey;positive
12270;Male;Unsatisfied;Satisfied;Yes;Unsatisfied;Very unsatisfied;Satisfied;Yes;Satisfied;Yes;No;No;Unsatisfied;Unsatisfied;Very unsatisfied;Satisfied;Friends and neighbours;Block Mahji;Head Majhi;Yes;Yes;Yes;No;;A lot of trust;A lot of trust;Little trust;A lot of trust;More than once a week;Saudi Arabia;Never;;Yes;talking;I ask for help;Yes;Comfortable enough;now;No;;;No;;;No;;No;;No;A few times a month;Same;Yes;In the streets;Very afraid;Yes;No;Very little;Yes;No;Yes;Yes;Yes;No;;Yes;not scared;Here, in the camp;USA;Australia;positive
12275;Female;Satisfied;Satisfied;Yes;Satisfied;Unsatisfied;Very satisfied;Yes;Very satisfied;Yes;No;No;Unsatisfied;Unsatisfied;Unsatisfied;Very satisfied;Friends and neighbours;CIC;Block Majhi;No;Yes;Yes;No;;A lot of trust;A lot of trust;Quite a bit of trust;A lot of trust;Never;;Never;;Yes;talking;I ask for help;Yes;Very comfortable;same-nothing has changed;No;;;No;;;No;;No;;No;A few times a year;Same;No;;Very afraid;Yes;No;Not at all;Yes;No;No;Yes;No;No;;No;very scared;Here, in the camp;Saudi Arabia, Turkey;Saudi Arabia, Turkey;negative
12276;Male;Satisfied;Unsatisfied;Yes;Unsatisfied;Unsatisfied;Unsatisfied;Yes;Very satisfied;Yes;No;No;Satisfied;Satisfied;Unsatisfied;Very satisfied;Friends and neighbours;CIC;Block Majhi;No;Yes;Yes;No;;A lot of trust;A lot of trust;Quite a bit of trust;A lot of trust;Never;;Never;;Yes;trying to forget;I solve my problems myself;No;Comfortable enough;same-nothing has changed;Yes;4;Yes;Yes;3;Yes;No;;No;;No;A few times a year;Same;No;;Very afraid;No;;Not at all;Yes;No;No;Yes;No;No;;No;very scared;Here, in the camp;Saudi Arabia;Saudi Arabia;negative
12277;Female;Satisfied;Satisfied;Yes;Satisfied;Satisfied;Satisfied;Yes;Very satisfied;Yes;No;No;Satisfied;Satisfied;Unsatisfied;Satisfied;Friends and neighbours;CIC;Block Majhi;Yes;Yes;Yes;No;;A lot of trust;Quite a bit of trust;Quite a bit of trust;A lot of trust;Never;;Never;;Yes;talking;I ask for help;Yes;Comfortable enough;same-nothing has changed;No;;;Yes;5;Yes;No;;No;;No;A few times a year;Same;No;;Very afraid;Yes;No;Not at all;Yes;No;No;Yes;No;No;;No;very scared;Here, in the camp;Canada, USA;Canada, USA;negative
12278;Female;Unsatisfied;Satisfied;Yes;Unsatisfied;Unsatisfied;Satisfied;Yes;Very satisfied;Yes;No;No;Unsatisfied;Satisfied;Unsatisfied;Very satisfied;Newspaper or magazines;CIC;Block Majhi;Yes;Yes;Yes;No;;A lot of trust;A lot of trust;Quite a bit of trust;A lot of trust;Never;;Never;;Yes;talking;I ask for help;Yes;Very comfortable;same-nothing has changed;No;;;No;;;No;;No;;No;A few times a year;Same;No;;Very afraid;No;;Not at all;Yes;No;No;Yes;No;No;;No;very scared;Here, in the camp;Saudi Arabia;Saudi Arabia;negative
12279;Male;Satisfied;Unsatisfied;Yes;Unsatisfied;Unsatisfied;Unsatisfied;Yes;Very satisfied;Yes;No;No;Unsatisfied;Unsatisfied;Satisfied;Satisfied;Social media (e.g. Facebook, Twitter, Instagram);CIC;Block Majhi;Yes;Yes;Yes;No;;A lot of trust;A lot of trust;Quite a bit of trust;A lot of trust;Never;;Never;;Yes;talking;I ask for help;Yes;Very comfortable;now;No;;;Yes;4;No;No;;No;;No;Never;Decreased;No;;I don't have children - does not apply;Yes;No;Not at all;Yes;No;No;Yes;No;No;;No;very scared;Here, in the camp;Australia, Canada, USA;Australia, Canada, USA;negative
12280;Male;Satisfied;Satisfied;Yes;Unsatisfied;Unsatisfied;Satisfied;Yes;Very satisfied;Yes;No;No;Satisfied;Unsatisfied;Unsatisfied;Very satisfied;Friends and neighbours;CIC;Block Majhi;No;Yes;Yes;No;;A lot of trust;A lot of trust;Quite a bit of trust;A lot of trust;Never;;Never;;Yes;talking;I ask for help;Yes;Very comfortable;same-nothing has changed;No;;;No;;;No;;No;;No;A few times a year;Same;No;;I don't have children - does not apply;Yes;No;Not at all;Yes;No;No;Yes;No;No;;No;very scared;Here, in the camp;Malaysia;Malaysia, Saudi Arabia;negative
12281;Male;Satisfied;Satisfied;Yes;Unsatisfied;Unsatisfied;Satisfied;Yes;Very satisfied;Yes;No;No;Unsatisfied;Satisfied;Unsatisfied;Very satisfied;Social media (e.g. Facebook, Twitter, Instagram);CIC;Block Majhi;Yes;Yes;Yes;No;;A lot of trust;Quite a bit of trust;Quite a bit of trust;A lot of trust;Never;;Never;;Yes;talking;I ask for help;Yes;Very comfortable;now;No;;;Yes;6;Yes;No;;No;;No;A few times a year;Same;No;;Very afraid;Yes;No;Not at all;Yes;No;No;Yes;No;No;;Yes;very scared;Here, in the camp;Canada, USA;Canada, USA;negative
12282;Female;Satisfied;Satisfied;Yes;Satisfied;Satisfied;Very satisfied;Yes;Very satisfied;Yes;Yes;Yes;Satisfied;Satisfied;Unsatisfied;Very satisfied;Friends and neighbours;Head Mahji;Block Majhi;No;Yes;Yes;No;;A lot of trust;A lot of trust;A lot of trust;A lot of trust;Never;;Never;;Yes;talking;I ask for help;Yes;Very comfortable;same-nothing has changed;No;;;No;;;No;;No;;No;Never;Same;No;;Very afraid;Yes;No;Not at all;Yes;No;No;Yes;No;No;;No;very scared;Here, in the camp;Saudi Arabia;Saudi Arabia;negative
12283;Female;Satisfied;Satisfied;Yes;Unsatisfied;Satisfied;Very satisfied;Yes;Very satisfied;Yes;No;No;Satisfied;Satisfied;Unsatisfied;Very satisfied;Friends and neighbours;CIC;Block Majhi;Yes;Yes;Yes;No;;A lot of trust;A lot of trust;A lot of trust;A lot of trust;Never;;Never;;Yes;talking;I ask for help;Yes;Very comfortable;same-nothing has changed;No;;;No;;;No;;No;;No;A few times a year;Same;No;;Very afraid;Yes;No;Not at all;Yes;No;No;Yes;No;No;;No;very scared;Here, in the camp;Malaysia, Saudi Arabia;Malaysia, Saudi Arabia;negative
12284;Male;Satisfied;Satisfied;Yes;Unsatisfied;Unsatisfied;Satisfied;Yes;Very satisfied;Yes;No;No;Unsatisfied;Satisfied;Satisfied;Very satisfied;Friends and neighbours;Block Mahji;Block Majhi;Yes;Yes;Yes;No;;A lot of trust;A lot of trust;Quite a bit of trust;A lot of trust;More than once a week;Saudi Arabia;Never;;Yes;talking;I ask for help;Yes;Comfortable enough;same-nothing has changed;Yes;4;Yes;Yes;3;Yes;No;;No;;No;Never;Same;No;;I don't have children - does not apply;Yes;No;Not at all;Yes;No;Yes;Yes;Yes;No;;No;scared;Here, in the camp;Saudi Arabia;Saudi Arabia;negative
12285;Male;Satisfied;Satisfied;Yes;Unsatisfied;Unsatisfied;Satisfied;Yes;Very satisfied;Yes;Yes;Yes;Satisfied;Satisfied;Unsatisfied;Very satisfied;Friends and neighbours;Block Mahji;Block Majhi;Yes;Yes;Yes;No;;A lot of trust;A lot of trust;Quite a bit of trust;A lot of trust;More than once a week;Malaysia;Never;;Yes;talking;I ask for help;No;Very comfortable;same-nothing has changed;Yes;3;Yes;Yes;2;Yes;No;;No;;No;Never;Same;No;;Very afraid;Yes;No;Not at all;Yes;No;No;Yes;No;No;;No;very scared;Here, in the camp ;Saudi Arabia, Turkey;Saudi Arabia, Turkey;negative
12286;Female;Satisfied;Satisfied;Yes;Unsatisfied;Satisfied;Satisfied;Yes;Very satisfied;Yes;No;No;Unsatisfied;Satisfied;Unsatisfied;Very satisfied;Friends and neighbours;Block Mahji;Block Majhi;Yes;Yes;Yes;No;;A lot of trust;A lot of trust;Quite a bit of trust;A lot of trust;Never;;Never;;Yes;talking;I ask for help;Yes;Comfortable enough;same-nothing has changed;No;;;No;;;No;;No;;No;Never;Same;No;;Very afraid;Yes;No;Not at all;Yes;No;No;Yes;No;No;;No;very scared;Here, in the camp;Malaysia, Saudi Arabia, Turkey;Malaysia, Saudi Arabia, Turkey;negative
12287;Male;Satisfied;Satisfied;Yes;Unsatisfied;Unsatisfied;Satisfied;Yes;Very satisfied;Yes;No;No;Satisfied;Unsatisfied;Unsatisfied;Very satisfied;Social media (e.g. Facebook, Twitter, Instagram);CIC;Block Majhi;Yes;Yes;Yes;No;;A lot of trust;A lot of trust;Quite a bit of trust;A lot of trust;More than once a week;Malaysia;Never;;Yes;trying to forget;I solve my problems myself;No;Comfortable enough;same-nothing has changed;No;;;Yes;3;Yes;No;;No;;No;Never;Same;No;;Not afraid;No;;Not at all;Yes;No;No;Yes;No;No;;No;very scared;Here, in the camp;Saudi Arabia, Turkey;Saudi Arabia, Turkey;negative
12288;Male;Satisfied;Satisfied;Yes;Unsatisfied;Unsatisfied;Satisfied;Yes;Satisfied;Yes;No;No;Unsatisfied;Satisfied;Unsatisfied;Very satisfied;Friends and neighbours;Block Mahji;Block Majhi;Yes;Yes;Yes;No;;A lot of trust;A lot of trust;Quite a bit of trust;A lot of trust;More than once a week;Saudi Arabia;Never;;Yes;talking;I ask for help;Yes;Very comfortable;same-nothing has changed;No;;;Yes;7;Yes;No;;No;;No;Never;Same;No;;Very afraid;Yes;No;Not at all;Yes;No;No;Yes;No;No;;No;very scared;Depends on what the government will decide;Saudi Arabia, Turkey;Saudi Arabia, Turkey;negative
12289;Female;Satisfied;Satisfied;Yes;Unsatisfied;Unsatisfied;Satisfied;Yes;Very satisfied;Yes;No;No;Satisfied;Unsatisfied;Unsatisfied;Very satisfied;Friends and neighbours;Block Mahji;Block Majhi;Yes;Yes;Yes;No;;A lot of trust;A lot of trust;Quite a bit of trust;A lot of trust;Never;;Never;;Yes;talking;I ask for help;Yes;Very comfortable;same-nothing has changed;No;;;No;;;No;;No;;No;A few times a year;Same;Yes;In the streets;Very afraid;No;;Not at all;Yes;No;No;Yes;No;No;;No;very scared;Here, in the camp;Saudi Arabia, Turkey;Saudi Arabia, Turkey;negative
